"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName"
"432","ENSMZEG00005011811",173.915135906195,0.523868192402327,0.183716530167195,2.85150275767548,0.00435131088251476,0.0426844678831731,"arfip2a"
"433","ENSMZEG00005011826",76.6054381162578,0.835517649063312,0.210085749465389,3.97703152731433,6.97809162498524e-05,0.00219581176071014,"hgs"
"434","ENSMZEG00005011841",12.7897653979063,1.58885180767451,0.458856894927165,3.46263034344664,0.000534922751334721,0.00989256320951965,"gdf9"
"435","ENSMZEG00005011871",5053.57803766349,0.497196907671733,0.149539434987828,3.32485479641008,0.000884645950159054,0.0142363637143285,"pnisr"
"436","ENSMZEG00005011883",1159.71027825114,0.555836336586802,0.175808216807975,3.16160613353987,0.00156901629058344,0.0212606360525708,"cog7"
"437","ENSMZEG00005011929",346.295447260609,0.88973822472082,0.310288355227543,2.86745606056776,0.00413786257826611,0.0410787086097515,"strip2"
"438","ENSMZEG00005011949",230.267088092461,0.757708096853965,0.160513081344447,4.72053798050261,2.35221680371292e-06,0.000162793605906046,"cnot8"
"439","ENSMZEG00005011973",314.967746830415,0.80737153037772,0.237635527191403,3.39752031154595,0.000679995397795376,0.0117294007378129,"ATXN7"
"440","ENSMZEG00005011981",2686.35338405186,0.419354009378658,0.149209282894512,2.8105088453185,0.00494632293069477,0.0465383394338346,"AHCYL2"
"441","ENSMZEG00005012026",104.366469199819,2.15957349997854,0.469286519256539,4.60182300441918,4.18809038379647e-06,0.000263208064733192,"HHIPL2"
"442","ENSMZEG00005012032",105.230228075546,0.943697762550243,0.303878189077758,3.10551331576075,0.00189949068145806,0.0242537118025222,"fbxl3l"
"443","ENSMZEG00005012068",215.346913688146,0.599861891689353,0.141988079516595,4.22473417297853,2.3922298589011e-05,0.000990339267459206,"cpeb3"
"444","ENSMZEG00005012079",1956.47656209858,0.755479918842426,0.176869017810684,4.27140902456456,1.94241767097569e-05,0.000846039140782887,"SECISBP2L"
"445","ENSMZEG00005012080",63.2522927125778,0.732150082703922,0.197185740102199,3.71299710782563,0.000204819228618077,0.00488491695145988,"sfxn1"
"446","ENSMZEG00005012086",763.92259583302,0.710421444706329,0.201204555245597,3.53084175375238,0.000414239496695181,0.00819112315901549,"wwc1"
"448","ENSMZEG00005012116",1461.07563873602,0.846261535500849,0.25748923006616,3.28659002663299,0.00101408353241316,0.0157141158367484,"cacna1da"
"449","ENSMZEG00005012150",1112.42008344306,0.683199363610842,0.23973503634761,2.84981024892923,0.00437453184486834,0.042856355833226,"kmt2bb"
"451","ENSMZEG00005012265",124.578659922882,2.34489369562029,0.407344469499322,5.75653745465713,8.58567394821994e-09,1.86383606379018e-06,"nin"
"453","ENSMZEG00005012345",1216.63563818788,0.493931319568457,0.15003667620017,3.29207052620575,0.00099452668176927,0.015496209250054,"gse1b"
"456","ENSMZEG00005012476",1173.20313011435,0.555214615130601,0.147543614403457,3.76305418147323,0.000167850818226665,0.00427432298062079,"ERC2"
"458","ENSMZEG00005012514",449.208893573068,0.38880258302156,0.0752314629147394,5.16808484054329,2.36504952919002e-07,2.50457442600527e-05,"pnkd"
"460","ENSMZEG00005012558",271.908470399977,0.555059506976464,0.105591462615008,5.25667031434387,1.46686930776211e-07,1.68854618988412e-05,"ehd3"
"461","ENSMZEG00005012584",179.08300547359,0.545944793576156,0.170860280064201,3.19527038918007,0.00139699893032525,0.0196394179201301,"rad54l2"
"464","ENSMZEG00005012670",30.0429046090801,0.782331906051543,0.278271537530107,2.81139750401853,0.00493268038531161,0.0464489675275155,"frem1a"
"465","ENSMZEG00005012700",26.1217258395163,1.43327395564876,0.496607443942196,2.88613063121058,0.00390010242414689,0.0394329132731656,"oprd1a"
"467","ENSMZEG00005012793",537.945418902802,0.883075975150938,0.172683246874245,5.11384857034817,3.15660441389614e-07,3.13831214924225e-05,"mtmr1a"
"469","ENSMZEG00005012845",212.664873458434,0.689637590768513,0.191906062367414,3.59362066138467,0.000326114522863659,0.00688287732913927,"anp32a"
"471","ENSMZEG00005012893",457.061932398814,0.619750558427365,0.180430731565762,3.43483924855386,0.000592905426142687,0.010633650417036,"got2b"
"473","ENSMZEG00005012988",140.110262195678,0.5198278865086,0.164589273572907,3.15833392556007,0.00158673688733757,0.0214481893561762,"gga3b"
"474","ENSMZEG00005012992",761.602372077497,0.63494517793041,0.215355979045169,2.94835175111269,0.00319473327312293,0.0342909477203613,"myt1la"
"475","ENSMZEG00005012997",447.783357331644,1.0898828750217,0.334970353942873,3.25366965223307,0.00113924676702268,0.016999792035427,"rab40b"
"476","ENSMZEG00005012999",500.878617650113,0.505712063128513,0.164564539162296,3.07303180686924,0.00211895901334007,0.0263259654509794,"mafga"
"477","ENSMZEG00005013077",52.0419255242811,2.20000311559096,0.64111243562499,3.43154023123305,0.000600164103030854,0.0107382256087091,"cacng1b"
"478","ENSMZEG00005013134",462.337843510365,1.0872623473357,0.34284591491754,3.17128570015835,0.00151765799765497,0.0207523634806614,"grm1b"
"479","ENSMZEG00005013141",134.449908054239,0.539394397273705,0.134342526292131,4.01506814082667,5.94286226068084e-05,0.00194887875473083,"gak"
"480","ENSMZEG00005013193",1851.15598041699,0.796470774205848,0.189895296729218,4.19426277493106,2.73760480453635e-05,0.00109903629181404,"rerea"
"481","ENSMZEG00005013239",767.971939485427,0.772402604534424,0.211139298735642,3.65826072720604,0.000253932654375671,0.00574922634268232,"esrra"
"484","ENSMZEG00005013293",53.1033104528744,0.633048478038236,0.220164416824379,2.87534419580257,0.00403587274617127,0.0404519595287056,"entpd4"
